product_id,product_name,product_category,product_weight_g,product_volume_cm3,price_inr,fragility_level,temperature_sensitivity,moisture_sensitivity,shelf_life_days,packaging_format,current_packaging_material
PRD0442,Harpic Insect Repellent 60 g,Home Care,60,76.74,34.19,Low,Low,Low,720,Bottle,HDPE Plastic
PRD0443,Bisleri Iced Tea 1000 ml,Beverages,1000,1085.78,99.58,Medium,Medium,Low,180,Can,Steel (Carbon Steel)
PRD0444,Vim Air Freshener 100 g,Home Care,100,130.66,22.53,Low,Low,Low,720,Bottle,HDPE Plastic
PRD0445,Pepsi Iced Tea 500 ml,Beverages,500,527.7,44.18,Medium,Medium,Low,180,Bottle,PET Plastic
PRD0446,Mamaearth Sunscreen 50 g v2,Cosmetics,50,83.15,134.97,Low,Low,Medium,540,Bottle,HDPE Plastic
PRD0447,Tata Coffee 100 g,Grocery,100,167.56,75.02,Low,Low,High,365,Pouch,Kraft Paper (Unbleached)
PRD0448,Tropicana Soft Drink 500 ml,Beverages,500,562.27,47.53,Medium,Medium,Low,180,Bottle,PET Plastic
PRD0449,Samsung Power Bank 20000mAh,Electronics,635.3,350.51,2299,Medium,Low,Low,365,Box,Corrugated Cardboard
PRD0450,Bingo Jam 200 g,Food,200,392.5,53.81,Medium,Low,Low,540,Bottle,Glass (Soda-Lime)
PRD0451,Everest Rice 1000 g,Grocery,1000,2244.59,59.59,Low,Low,Low,365,Bag,PP Plastic
PRD0452,Haldiram Pasta 250 g,Food,250,306.11,43.25,Low,Low,Medium,240,Pouch,LDPE Plastic
PRD0453,Maaza Energy Drink 500 ml,Beverages,500,540.53,130.38,Medium,Medium,Low,365,Can,Steel (Carbon Steel)
PRD0454,Dove Body Wash 200 ml,Personal Care,200,218.06,94.22,Low,Low,Medium,720,Pouch,HDPE Plastic
PRD0455,Nykaa Lipstick 5 g,Cosmetics,5,10.01,707.67,Low,Low,Medium,1095,Bottle,Paperboard (Folding Carton)
PRD0456,Sony Charger 18W,Electronics,179.85,153.45,699,Medium,Low,Low,365,Box,Paperboard (Folding Carton)
PRD0457,Slice Soda 2000 ml,Beverages,2000,2145.16,173.63,Medium,Medium,Low,180,Bottle,PET Plastic
