product_id,product_name,product_category,product_weight_g,product_volume_cm3,price_inr,fragility_level,temperature_sensitivity,moisture_sensitivity,shelf_life_days,packaging_format,current_packaging_material,flag_weight_outlier,flag_volume_outlier,flag_price_outlier
PRD0393,Head & Shoulders Handwash 750 ml,Personal Care,750.0,844.83,171.26,Low,Low,Medium,720,Pouch,LDPE Plastic,False,False,False
PRD0394,Good Knight Detergent 1000 g,Home Care,1000.0,2349.44,192.47,Low,Low,Low,720,Bottle,HDPE Plastic,False,False,False
PRD0395,Fanta Juice 200 ml,Beverages,200.0,222.07,24.98,Medium,Medium,Low,120,Bottle,PET Plastic,False,False,False
PRD0396,Plum Serum 50 ml,Cosmetics,50.0,74.99,869.79,Low,Low,Medium,730,Tube,Glass (Soda-Lime),False,False,False
PRD0397,OnePlus Bluetooth Speaker Standard,Electronics,792.87,1584.74,2999.0,Medium,Low,Low,365,Box,Corrugated Cardboard,False,False,False
PRD0398,Sunfeast Jam 200 g,Food,200.0,325.96,47.34,Medium,Low,Low,540,Jar,PET Plastic,False,False,False
PRD0399,Plum Lipstick 4 g,Cosmetics,4.0,8.65,542.27,Low,Low,Medium,1095,Box,Paperboard (Folding Carton),True,True,False
PRD0400,Himalaya Shampoo 90 ml,Personal Care,90.0,103.5,43.73,Low,Low,Medium,720,Pouch,LDPE Plastic,False,False,False
PRD0401,24 Mantra Spices 200 g,Grocery,200.0,397.7,118.34,Low,Low,High,365,Bag,LDPE Plastic,False,False,False
PRD0402,Cadbury Namkeen 400 g,Food,400.0,778.0,107.61,Low,Low,Medium,240,Pouch,LDPE Plastic,False,False,False
PRD0403,Nykaa Perfume 50 ml,Cosmetics,50.0,56.46,828.59,Medium,Low,Medium,1095,Box,Glass (Soda-Lime),False,False,False
PRD0404,Real Iced Tea 500 ml,Beverages,500.0,565.09,45.79,Medium,Medium,Low,180,Bottle,PET Plastic,False,False,False
PRD0405,Vim Air Freshener 100 g v2,Home Care,100.0,164.91,26.24,Low,Low,Low,720,Bottle,Aluminum (Primary),False,False,False
PRD0406,Himalaya Lotion 400 ml,Personal Care,400.0,454.67,269.46,Low,Low,Medium,720,Bottle,LDPE Plastic,False,False,False
PRD0407,Nandini Butter 100 g,Dairy,100.0,187.28,54.47,Medium,High,High,180,Box,Paperboard (Folding Carton),False,False,False
PRD0408,L'Oréal Sunscreen 100 g,Cosmetics,100.0,164.85,282.32,Low,Low,Medium,540,Tube,HDPE Plastic,False,False,False
PRD0409,Realme Power Bank 10000mAh,Electronics,256.13,436.89,1599.0,Medium,Low,Low,365,Box,Corrugated Cardboard,False,False,False
PRD0410,Maaza Tea 500 g,Beverages,500.0,614.43,232.65,Medium,Medium,Low,365,Pouch,Glass (Soda-Lime),False,False,False
PRD0411,Lifebuoy Conditioner 90 ml,Personal Care,90.0,93.27,49.66,Low,Low,Medium,720,Bottle,HDPE Plastic,False,False,False
PRD0412,Realme Laptop 15-inch,Electronics,1529.8,7171.47,64999.0,High,Low,Low,365,Box,Corrugated Cardboard,False,False,True
PRD0413,The Body Shop Serum 50 ml,Cosmetics,50.0,78.38,762.87,Low,Low,Medium,730,Bottle,HDPE Plastic,False,False,False
PRD0414,India Gate Sugar 5000 g,Grocery,5000.0,8174.26,269.75,Low,Low,Low,365,Pouch,Kraft Paper (Unbleached),False,False,False
PRD0415,Nestlé Dry Fruits 500 g,Food,500.0,1062.88,431.63,Low,Low,Medium,240,Wrapper,LDPE Plastic,False,False,False
PRD0416,Colin Surface Cleaner 500 ml,Home Care,500.0,528.79,90.03,Low,Low,Low,720,Bag,HDPE Plastic,False,False,False
PRD0417,Parle Cereal 375 g,Food,375.0,510.59,132.62,Low,Low,Medium,240,Wrapper,Paperboard (Folding Carton),False,False,False
PRD0418,Heritage Buttermilk 500 ml v2,Dairy,500.0,526.39,18.61,Medium,High,High,7,Bottle,HDPE Plastic,False,False,False
PRD0419,Fortune Oil 500 g,Grocery,500.0,805.4,89.47,Medium,Low,Low,540,Jar,PET Plastic,False,False,False
PRD0420,Samsung Earphones Wired,Electronics,53.83,116.47,699.0,Medium,Low,Low,365,Box,Paperboard (Folding Carton),False,False,False
PRD0421,24 Mantra Rice 5000 g,Grocery,5000.0,9371.51,281.45,Low,Low,Low,365,Pouch,LDPE Plastic,False,False,False
PRD0422,Heritage Buttermilk 1000 ml,Dairy,1000.0,1035.44,36.37,Medium,High,High,7,Pouch,LDPE Plastic,False,False,False
PRD0423,Haldiram Noodles 70 g,Food,70.0,111.89,13.58,Low,Low,Medium,240,Wrapper,LDPE Plastic,False,False,False
PRD0424,Kellogg's Noodles 280 g,Food,280.0,513.59,54.1,Low,Low,Medium,240,Pouch,Cellulose Film,False,False,False
PRD0425,Nykaa Compact 6 g,Cosmetics,6.0,12.03,457.91,Medium,Low,Medium,1095,Box,Paperboard (Folding Carton),False,False,False
PRD0426,Everest Sugar 5000 g,Grocery,5000.0,7896.13,241.0,Low,Low,Low,365,Pouch,Kraft Paper (Unbleached),False,False,False
PRD0427,Colgate Shampoo 650 ml,Personal Care,650.0,743.82,273.69,Low,Low,Medium,720,Pouch,HDPE Plastic,False,False,False
PRD0428,Nestlé Biscuits 500 g,Food,500.0,655.93,59.44,Low,Low,Medium,240,Box,LDPE Plastic,False,False,False
PRD0429,Dove Lotion 200 ml v3,Personal Care,200.0,213.94,140.76,Low,Low,Medium,720,Bottle,HDPE Plastic,False,False,False
PRD0430,Nandini Yogurt 85 g,Dairy,85.0,120.62,10.0,Medium,High,High,20,Cup,Paperboard (Folding Carton),False,False,False
PRD0431,Head & Shoulders Face Wash 150 g,Personal Care,150.0,227.9,154.85,Low,Low,Medium,720,Tube,HDPE Plastic,False,False,False
PRD0432,Everest Salt 500 g,Grocery,500.0,783.78,15.27,Low,Low,Low,365,Pouch,Kraft Paper (Unbleached),False,False,False
PRD0433,Odonil Insect Repellent 60 g,Home Care,60.0,121.14,32.97,Low,Low,Low,720,Box,Aluminum (Primary),False,False,False
PRD0434,Colgate Handwash 500 ml,Personal Care,500.0,558.28,115.05,Low,Low,Medium,720,Pouch,HDPE Plastic,False,False,False
PRD0435,Himalaya Ointment 15 g,Healthcare,15.0,22.85,145.85,Medium,Medium,Medium,540,Tube,HDPE Plastic,False,False,False
PRD0436,Plum Cream 100 g,Cosmetics,100.0,192.46,113.71,Low,Low,Medium,720,Tube,HDPE Plastic,False,False,False
PRD0437,Dabur Body Wash 400 ml,Personal Care,400.0,459.83,194.28,Low,Low,Medium,720,Pouch,HDPE Plastic,False,False,False
PRD0438,Lux Lotion 400 ml v2,Personal Care,400.0,427.42,275.98,Low,Low,Medium,720,Bottle,LDPE Plastic,False,False,False
PRD0439,Heritage Buttermilk 500 ml,Dairy,500.0,573.7,21.8,Medium,High,High,7,Pouch,HDPE Plastic,False,False,False
PRD0440,Bisleri Soft Drink 500 ml,Beverages,500.0,539.7,46.07,Medium,Medium,Low,180,Bottle,PET Plastic,False,False,False
PRD0441,Amul Milk 1000 ml,Dairy,1000.0,1073.02,60.46,Medium,High,High,5,Pouch,HDPE Plastic,False,False,False
PRD0442,Harpic Insect Repellent 60 g,Home Care,60.0,76.74,34.19,Low,Low,Low,720,Bottle,HDPE Plastic,False,False,False
PRD0443,Bisleri Iced Tea 1000 ml,Beverages,1000.0,1085.78,99.58,Medium,Medium,Low,180,Can,Steel (Carbon Steel),False,False,False
PRD0444,Vim Air Freshener 100 g,Home Care,100.0,130.66,22.53,Low,Low,Low,720,Bottle,HDPE Plastic,False,False,False
PRD0445,Pepsi Iced Tea 500 ml,Beverages,500.0,527.7,44.18,Medium,Medium,Low,180,Bottle,PET Plastic,False,False,False
PRD0446,Mamaearth Sunscreen 50 g v2,Cosmetics,50.0,83.15,134.97,Low,Low,Medium,540,Bottle,HDPE Plastic,False,False,False
PRD0447,Tata Coffee 100 g,Grocery,100.0,167.56,75.02,Low,Low,High,365,Pouch,Kraft Paper (Unbleached),False,False,False
PRD0448,Tropicana Soft Drink 500 ml,Beverages,500.0,562.27,47.53,Medium,Medium,Low,180,Bottle,PET Plastic,False,False,False
PRD0449,Samsung Power Bank 20000mAh,Electronics,635.3,350.51,2299.0,Medium,Low,Low,365,Box,Corrugated Cardboard,False,False,False
PRD0450,Bingo Jam 200 g,Food,200.0,392.5,53.81,Medium,Low,Low,540,Bottle,Glass (Soda-Lime),False,False,False
PRD0451,Everest Rice 1000 g,Grocery,1000.0,2244.59,59.59,Low,Low,Low,365,Bag,PP Plastic,False,False,False
PRD0452,Haldiram Pasta 250 g,Food,250.0,306.11,43.25,Low,Low,Medium,240,Pouch,LDPE Plastic,False,False,False
PRD0453,Maaza Energy Drink 500 ml,Beverages,500.0,540.53,130.38,Medium,Medium,Low,365,Can,Steel (Carbon Steel),False,False,False
PRD0454,Dove Body Wash 200 ml,Personal Care,200.0,218.06,94.22,Low,Low,Medium,720,Pouch,HDPE Plastic,False,False,False
PRD0455,Nykaa Lipstick 5 g,Cosmetics,5.0,10.01,707.67,Low,Low,Medium,1095,Bottle,Paperboard (Folding Carton),True,False,False
PRD0456,Sony Charger 18W,Electronics,179.85,153.45,699.0,Medium,Low,Low,365,Box,Paperboard (Folding Carton),False,False,False
PRD0457,Slice Soda 2000 ml,Beverages,2000.0,2145.16,173.63,Medium,Medium,Low,180,Bottle,PET Plastic,False,False,False
